Lon,Lat,Prev Full Moon UTC,Next Full Moon UTC,Dawn/Day Start Local,tag,sun altitude,days this month
51,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:24:30.789876+03:00,primary,,29
54,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:12:31.604069+04:00,primary,,29
57,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:00:32.418803+04:00,primary,,29
60,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:48:33.234077+04:00,primary,,29
63,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:36:34.049889+04:00,primary,,29
66,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:24:34.866240+04:00,primary,,30
69,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:12:35.683129+05:00,primary,,30
72,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:00:36.500556+05:00,primary,,30
75,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:48:37.318520+05:00,primary,,30
78,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:36:38.137020+05:00,primary,,30
81,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:24:38.956056+05:00,primary,,30
84,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:12:39.775628+06:00,primary,,30
87,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:00:40.595734+06:00,primary,,30
90,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:48:41.416375+06:00,primary,,30
93,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:36:42.237550+06:00,primary,,30
96,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:24:43.059258+06:00,primary,,30
99,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:12:43.881499+07:00,primary,,30
102,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:00:44.704273+07:00,primary,,30
105,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:48:45.527578+07:00,primary,,30
108,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:36:46.351415+07:00,primary,,30
111,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:24:47.175782+07:00,primary,,30
114,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:12:48.000680+08:00,primary,,30
117,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:00:48.826107+08:00,primary,,30
120,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:48:49.652064+08:00,primary,,30
123,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:36:50.478549+08:00,primary,,30
126,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:24:51.305563+08:00,primary,,30
129,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:12:52.133104+09:00,primary,,30
132,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:00:52.961173+09:00,primary,,30
135,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:48:53.789768+09:00,primary,,30
138,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:36:54.618890+09:00,primary,,30
141,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:24:55.448537+09:00,primary,,30
144,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:12:56.278709+10:00,primary,,30
147,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:00:57.109406+10:00,primary,,30
150,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:48:57.940627+10:00,primary,,30
153,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:36:58.772372+10:00,primary,,30
156,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:24:59.604640+10:00,primary,,30
159,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:13:00.437430+11:00,primary,,30
162,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:01:01.270743+11:00,primary,,30
165,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:49:02.104577+11:00,primary,,30
168,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:37:02.938932+11:00,primary,,30
171,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:25:03.773808+11:00,primary,,30
174,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:13:04.609204+12:00,primary,,30
177,82,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:01:05.445119+12:00,primary,,30
-180,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T12:49:06.281554+00:00,primary,,30
-177,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T12:37:07.118507+00:00,primary,,30
-174,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T12:25:07.955978+00:00,primary,,30
-171,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T12:13:08.793967+00:00,primary,,30
-168,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T12:01:09.632472+00:00,primary,,30
-165,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T11:49:10.471495+00:00,primary,,30
-162,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T11:37:11.311033+00:00,primary,,30
-159,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T11:25:12.151086+00:00,primary,,30
-156,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T11:13:12.991655+00:00,primary,,30
-153,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T11:01:13.832738+00:00,primary,,30
-150,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T10:49:14.674336+00:00,primary,,30
-147,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T10:37:15.516446+00:00,primary,,30
-144,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T10:25:16.359070+00:00,primary,,30
-141,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T10:13:17.202206+00:00,primary,,30
-138,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T10:01:18.045855+00:00,primary,,30
-135,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T09:49:18.890014+00:00,primary,,30
-132,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T09:37:19.734685+00:00,primary,,30
-129,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T09:25:20.579866+00:00,primary,,30
-126,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T09:13:21.425558+00:00,primary,,30
-123,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T09:01:22.271758+00:00,primary,,30
-120,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T08:49:23.118468+00:00,primary,,30
-117,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T08:37:23.965686+00:00,primary,,30
-114,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T08:25:24.813412+00:00,primary,,30
-111,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T08:13:25.661646+00:00,primary,,30
-108,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T08:01:26.510387+00:00,primary,,30
-105,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T07:49:27.359634+00:00,primary,,30
-102,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T07:35:50.104334+00:00,primary,,29
-99,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T07:23:50.890361+00:00,primary,,29
-96,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T07:11:51.676956+00:00,primary,,29
-93,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T06:59:52.464117+00:00,primary,,29
-90,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T06:47:53.251844+00:00,primary,,29
-87,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T06:35:54.040136+00:00,primary,,29
-84,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T06:23:54.828993+00:00,primary,,29
-81,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T06:11:55.618415+00:00,primary,,29
-78,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T05:59:56.408401+00:00,primary,,29
-75,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T05:47:57.198950+00:00,primary,,29
-72,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T05:35:57.990062+00:00,primary,,29
-69,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T05:23:58.781736+00:00,primary,,29
-66,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T05:11:59.573971+00:00,primary,,29
-63,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T05:00:00.366768+00:00,primary,,29
-60,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T04:48:01.160126+00:00,primary,,29
-57,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T04:36:01.954043+00:00,primary,,29
-54,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T04:24:02.748521+00:00,primary,,29
-51,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T04:12:03.543557+00:00,primary,,29
-48,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T04:00:04.339152+00:00,primary,,29
-45,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T03:48:05.135305+00:00,primary,,29
-42,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T03:36:05.932015+00:00,primary,,29
-39,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T03:24:06.729282+00:00,primary,,29
-36,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T03:12:07.527105+00:00,primary,,29
-33,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T03:00:08.325485+00:00,primary,,29
-30,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:48:09.124419+00:00,primary,,29
-27,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:36:09.923909+00:00,primary,,29
-24,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:24:10.723953+00:00,primary,,29
-21,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:12:11.524550+00:00,primary,,29
-18,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T02:00:12.325701+00:00,primary,,29
-15,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:48:13.127404+00:00,primary,,29
-12,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:36:13.929659+00:00,primary,,29
-9,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:24:14.732466+00:00,primary,,29
-6,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:12:15.535825+00:00,primary,,29
-3,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:00:16.339733+00:00,primary,,29
0,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:48:17.144192+00:00,primary,,29
3,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:36:17.949200+00:00,primary,,29
6,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:24:18.754757+00:00,primary,,29
9,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:12:19.560863+01:00,primary,,29
12,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:00:20.367516+01:00,primary,,29
15,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:48:21.061872+01:00,primary,,29
18,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:36:21.869543+01:00,primary,,29
21,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:24:22.677761+01:00,primary,,29
24,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:12:23.486525+02:00,primary,,29
27,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:00:24.295834+02:00,primary,,29
30,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:48:25.105687+02:00,primary,,29
33,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:36:25.916086+02:00,primary,,29
36,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:24:26.727027+02:00,primary,,29
39,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:12:27.538513+03:00,primary,,29
42,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:00:28.350541+03:00,primary,,29
45,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:48:29.163111+03:00,primary,,29
48,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:36:29.976223+03:00,primary,,29
51,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:24:30.789876+03:00,primary,,29
54,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:12:31.604069+04:00,primary,,29
57,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:00:32.418803+04:00,primary,,29
60,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:48:33.234077+04:00,primary,,29
63,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:36:34.049889+04:00,primary,,29
66,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:24:34.866240+04:00,primary,,30
69,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:12:35.683129+05:00,primary,,30
72,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:00:36.500556+05:00,primary,,30
75,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:48:37.318520+05:00,primary,,30
78,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:36:38.137020+05:00,primary,,30
81,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:24:38.956056+05:00,primary,,30
84,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:12:39.775628+06:00,primary,,30
87,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:00:40.595734+06:00,primary,,30
90,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:48:41.416375+06:00,primary,,30
93,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:36:42.237550+06:00,primary,,30
96,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:24:43.059258+06:00,primary,,30
99,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:12:43.881499+07:00,primary,,30
102,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:00:44.704273+07:00,primary,,30
105,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:48:45.527578+07:00,primary,,30
108,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:36:46.351415+07:00,primary,,30
111,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:24:47.175782+07:00,primary,,30
114,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:12:48.000680+08:00,primary,,30
117,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:00:48.826107+08:00,primary,,30
120,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:48:49.652064+08:00,primary,,30
123,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:36:50.478549+08:00,primary,,30
126,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:24:51.305563+08:00,primary,,30
129,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:12:52.133104+09:00,primary,,30
132,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:00:52.961173+09:00,primary,,30
135,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:48:53.789768+09:00,primary,,30
138,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:36:54.618890+09:00,primary,,30
141,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:24:55.448537+09:00,primary,,30
144,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:12:56.278709+10:00,primary,,30
147,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:00:57.109406+10:00,primary,,30
150,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:48:57.940627+10:00,primary,,30
153,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:36:58.772372+10:00,primary,,30
156,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:24:59.604640+10:00,primary,,30
159,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:13:00.437430+11:00,primary,,30
162,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:01:01.270743+11:00,primary,,30
165,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:49:02.104577+11:00,primary,,30
168,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:37:02.938932+11:00,primary,,30
171,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T00:25:03.773808+11:00,primary,,30
174,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:13:04.609204+12:00,primary,,30
177,79,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-12T01:01:05.445119+12:00,primary,,30
-180,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T12:49:06.281554+00:00,primary,,30
-177,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T12:37:07.118507+00:00,primary,,30
-174,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T12:25:07.955978+00:00,primary,,30
-171,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T12:13:08.793967+00:00,primary,,30
-168,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T12:01:09.632472+00:00,primary,,30
-165,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T11:49:10.471495+00:00,primary,,30
-162,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T11:37:11.311033+00:00,primary,,30
-159,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T11:25:12.151086+00:00,primary,,30
-156,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T11:13:12.991655+00:00,primary,,30
-153,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T11:01:13.832738+00:00,primary,,30
-150,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T10:49:14.674336+00:00,primary,,30
-147,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T10:37:15.516446+00:00,primary,,30
-144,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T10:25:16.359070+00:00,primary,,30
-141,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T10:13:17.202206+00:00,primary,,30
-138,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T10:01:18.045855+00:00,primary,,30
-135,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T09:49:18.890014+00:00,primary,,30
-132,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T09:37:19.734685+00:00,primary,,30
-129,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T09:25:20.579866+00:00,primary,,30
-126,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T09:13:21.425558+00:00,primary,,30
-123,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T09:01:22.271758+00:00,primary,,30
-120,76,2025-06-11T07:43:45.814168+00:00,2025-07-10T20:36:42.125289+00:00,2025-06-11T08:49:23.118468+00:00,primary,,30
